1,-0.65679,-0.27121,-0.17663,0.9045
1,-0.56205,0.18019,-0.15458,0.5424899999999999
-1,-0.98043,-0.7016399999999999,-0.15494000000000002,-0.25524
-1,-0.96992,-0.92076,0.34679,-0.016415
-1,-0.87535,-0.8745200000000001,-0.1597,-0.14396
1,-0.5645399999999999,-0.82706,0.29201,0.37544
1,-0.99865,-0.83824,0.61503,-0.6473399999999999
-1,-0.99681,-0.8497,0.27347,-0.65947
1,-0.8067300000000001,-0.68134,-0.19342,-0.032893
1,-0.8256700000000001,-0.45509,0.4505,0.067236
1,-0.88208,-0.79479,-0.22466,-0.41347
-1,-0.80299,-0.6355,0.19166,0.54409
1,-0.81392,-0.70306,-0.094816,0.48581
1,-0.90855,-0.87354,0.6472399999999999,0.52349
-1,-0.8908,-0.8550700000000001,0.5276,-0.78137
1,-0.61459,-0.031757,-0.20861,0.57705
1,-0.6965,-0.22655,0.35383000000000003,0.94225
1,-0.72296,-0.34853,0.25342,0.4198
1,-0.65004,-0.55883,0.12752,0.27991
-1,-0.97578,-0.8706799999999999,0.7137,0.5331600000000001
1,-0.79984,-0.44198,0.21279,0.51369
-1,-0.99334,-0.83791,0.47237,-0.45493
1,-0.9846,-0.88108,0.34175,0.25158
-1,-0.71375,-0.43188,-0.22639,0.8975700000000001
1,-0.61552,-0.15779,0.32242,0.33341
1,-0.64942,-0.4854100000000001,-0.14168,0.52396
-1,-0.8288,-0.72238,-0.077684,0.43436
1,-0.43814,-0.72175,-0.21082,0.5365300000000001
-1,-0.97506,-0.8122,0.34736,-0.10964000000000003
-1,-0.8754200000000001,-0.90219,0.70262,0.65522
-1,-0.99892,-0.86631,0.32784,-0.7157399999999999
1,-0.74161,-0.38414,-0.15078,0.06002100000000001
-1,-0.8892200000000001,-0.91902,-0.3583,-0.61001
1,-0.22303,0.34844,-0.18552,0.8248200000000001
1,-0.78986,-0.5431199999999999,0.15053,0.53452
-1,-0.8751399999999999,-0.8940600000000001,-0.57201,-0.076468
-1,-0.99173,-0.73641,0.31101,-0.42831
-1,-0.8930600000000001,-0.91307,-0.35346,-0.4854
-1,-0.97963,-0.8985700000000001,0.49115,0.35981
1,-0.87498,-0.8284799999999999,0.36109,0.49737
1,-0.96108,-0.93217,-0.45296,-0.087747
1,-0.80174,-0.48272,0.39311,0.4101
-1,-0.85714,-0.87515,0.64795,0.58278
-1,-0.98974,-0.868,0.17695,-0.39062
-1,-0.67238,0.069575,0.27933,0.81666
1,-0.7239899999999999,-0.35552,-0.086749,0.70891
1,-0.8006,-0.62246,-0.21364,0.14333
1,-0.76903,-0.22183000000000005,-0.040665,0.23637
-1,-0.83846,-0.89281,-0.51693,0.79209
-1,-0.73593,-0.5565399999999999,-0.18125,0.45427
1,1.0,0.14879,-0.32179,0.97448
1,-0.80314,-0.502,0.25307,0.39963
1,-0.67323,-0.15675999999999998,0.2565,0.44378
1,-0.88051,-0.94769,0.13415,-0.38798
1,-0.99842,-0.8996299999999999,-0.29678000000000004,-0.6745
1,-0.81892,-0.64667,0.25888,0.55865
-1,-0.99786,-0.9151,0.15119000000000002,-0.42194
-1,-0.49586,-0.89865,0.33247,-0.47034
-1,-0.73834,0.12647,0.19168,0.36432
1,-0.84849,-0.5442,0.37942,-0.056902
-1,-0.68953,-0.53423,0.27591,0.19481
1,-0.59441,-0.30207,-0.12336,0.44964
1,-0.61115,-0.25778,0.17499,0.72605
1,-0.8788299999999999,-0.93256,-0.10822,-0.3376
1,-0.71,-0.42652,0.32557,0.7762399999999999
-1,-0.54614,-0.71363,0.31013,0.36198
-1,-0.8059999999999999,-0.57219,0.5253399999999999,0.56845
1,-0.8838,-0.38461,-0.1205,0.36945
-1,-0.8899,-0.8669100000000001,-0.30183000000000004,-0.71077
