-1,-0.95909,0.010023,-0.65287,0.98898,-0.99482,0.99813,-0.99981,0.99963,-0.99996,-0.6,0.73605,-1.0,-0.8839899999999999,-0.6,-1.0,-0.19356,-0.61946,-0.6,-0.76412,-0.99847,-1.0,-1
1,-0.97325,-0.36828,-0.071266,-0.14615,0.051566,0.19077,-0.33094,0.39644,-0.5144,-0.6,0.65313,-1.0,-0.88645,-1.0,-1.0,-0.14305,-0.05845,-1.0,-0.8734,-0.99967,-1.0,1
-1,-0.93233,0.77167,-0.98858,0.5866100000000001,-0.97086,0.99814,-0.96074,0.99711,-0.99984,-0.6,-1.0,0.8269700000000001,-0.12603,-0.6,0.0,-0.16789,-0.654,-0.6,-0.59528,-0.99263,-1.0,-1
-1,-0.98426,0.4512600000000001,-0.80804,0.62879,-0.82375,0.92999,-0.90998,0.95776,-0.98253,-0.6,0.8767299999999999,-1.0,-0.86787,-1.0,-1.0,-0.38743,-0.34437,-1.0,-0.82019,-0.99924,-1.0,-1
1,-0.97482,0.47704,-0.8516100000000001,0.98633,-0.99466,0.99841,-0.99985,0.99967,-0.99998,-0.6,0.7829699999999999,-1.0,-0.89361,-0.6,-1.0,-0.17526,-0.10469,-1.0,-0.74683,-0.99814,-1.0,-1
1,-0.95751,0.14785,-0.76255,0.4917,-0.80806,0.93936,-0.91337,0.96766,-0.9894,-0.6,0.8991299999999999,-1.0,-0.87689,-0.6,-1.0,-0.17589000000000002,-0.2773,-0.6,-0.73147,-0.99781,-1.0,-1
1,-0.9764,0.3255,-0.7600899999999999,0.5928399999999999,-0.80373,0.92082,-0.91047,0.95735,-0.98209,-0.6,0.73956,-1.0,-0.8813700000000001,-0.6,-1.0,-0.249,-0.12675999999999998,-1.0,-0.77847,-0.99871,-1.0,-1
-1,-0.92604,0.8079,-0.99217,0.99706,-0.99885,0.99975,-0.99993,0.99972,-1.0,-0.6,0.93629,-1.0,-0.88528,-0.6,-1.0,-0.13851,-0.62772,-0.75,-0.3625,-0.96772,-1.0,-1
-1,-0.98584,0.8163600000000001,-0.97549,0.94721,-0.9896,0.99831,-0.99769,0.99931,-0.99993,-0.6,0.74012,-1.0,-0.8834,-1.0,-1.0,-0.19325,0.055634,0.0,-0.34083,-0.96385,-1.0,-1
1,-0.76553,0.49683,-0.98576,0.32511,-0.97367,0.99894,-0.97397,0.99878,-0.99997,-0.6,0.82404,0.7342,-0.28385,-0.6,-0.66667,0.55355,-0.7760199999999999,-0.86667,-0.4218,-0.97673,-1.0,-1
-1,-0.95122,0.6402899999999999,-0.96363,0.55633,-0.93836,0.99277,-0.94283,0.99204,-0.99908,-0.6,0.70157,0.8736,-0.33412,-1.0,-1.0,0.077302,-0.39158,-0.71429,-0.61944,-0.99391,-1.0,-1
-1,-0.8552299999999999,0.9027,-0.99885,0.59162,-0.99252,0.99966,-0.97861,0.9994,-1.0,-0.6,-1.0,0.98805,-0.044694,-1.0,0.33333,-0.14701,-0.77504,-0.84615,-0.54171,-0.9891,-1.0,-1
1,-0.9166,-0.43337,-0.59227,0.76789,-0.9107,0.9713,-0.98915,0.99563,-0.99862,-0.6,0.67642,-1.0,-0.8910100000000001,-0.6,-1.0,0.43431,-0.33161,-0.42857,-0.80692,-0.9991,-1.0,-1
-1,-0.94965,0.99614,-0.99988,0.1939,-0.99889,0.99971,-0.82445,0.99976,-0.99999,-0.6,-1.0,0.7452,-0.20342,-1.0,-0.66667,-0.25124,-0.36293,-1.0,-0.74935,-0.99819,-0.8562700000000001,-1
-1,-0.97325,-0.091543,-0.46964,0.30948000000000003,-0.5463899999999999,0.75022,-0.78225,0.8591799999999999,-0.91902,-0.6,0.841,-1.0,-0.61451,-0.6,-1.0,-0.2326,-0.2019,-1.0,-0.77849,-0.99871,-1.0,1
1,-0.94492,0.2166,-0.8257200000000001,-0.34299,-0.5949,0.89759,-0.47209,0.84355,-0.95872,-0.6,-1.0,0.66951,0.19386,-1.0,-1.0,-0.18971,-0.38011,0.0,-0.81367,-0.99917,-1.0,-1
-1,-0.95122,-0.16595,-0.67629,-0.073129,-0.59677,0.8730700000000001,-0.71823,0.89587,-0.96581,-0.6,0.60036,-1.0,-0.6502,-1.0,-1.0,0.47877,0.41735,-0.2,-0.76018,-0.9984,-1.0,-1
-1,-0.98426,0.9919,-0.99998,0.99446,-0.99885,0.99975,-0.99967,0.99973,-1.0,-1.0,-1.0,0.92982,-0.04061,-1.0,-1.0,-0.039082,-0.40172,-0.42857,0.012264,-0.83801,-0.81135,-1
1,-0.8536600000000001,0.7932,-0.99477,0.124,-0.97133,0.99895,-0.90974,0.99694,-0.99992,-0.6,-1.0,0.8063,-0.10383,-0.6,-0.66667,-0.29535,-0.80803,-0.5,-0.51118,-0.98659,-1.0,-1
-1,-0.95594,-0.10693,-0.63705,0.08895299999999999,-0.5956199999999999,0.8496600000000001,-0.74746,0.8897,-0.9572,-0.6,0.8810399999999999,-1.0,-0.86325,-0.2,-1.0,0.033631,-0.33216,-1.0,-0.7982100000000001,-0.99899,-1.0,1
1,-0.9402,0.12298,-0.85036,0.40832,-0.8628600000000001,0.9734,-0.93001,0.98387,-0.99679,-0.6,0.65142,-1.0,-0.82406,-0.2,-0.66667,0.47681,-0.43321,-1.0,-0.6744100000000001,-0.99619,-1.0,-1
1,-0.74822,-0.092246,-0.93237,-0.54251,-0.87118,0.99077,-0.86264,0.98855,-0.99918,-0.6,0.8725,0.84624,-0.47103,-0.6,-0.66667,0.096353,-0.77544,-0.71429,-0.59435,-0.99258,-1.0,-1
